Province/State,Country/Region,Lat,Long,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022
,Pakistan,30.3753,69.3451,1258015,1258959,1259648,1260669,1261685,1262771,1263664,1264384,1265047,1265650,1266204,1266826,1267393,1267945,1268536,1269234,1269806,1270322,1271027,1271687,1272345,1273078,1273560,1274017,1274578,1275158,1275673,1276240,1276711,1277160,1277560,1278114,1278751,1279142,1279373,1279373,1279876,1280092,1280362,1280822,1281240,1281559,1281872,1282195,1282510,1282860,1283223,1283475,1283886,1284189,1284365,1284840,1285254,1285631,1286022,1286453,1286825,1287161,1287393,1287703,1288053,1288366,1288761,1289049,1289293,1289543,1289913,1290214,1290491,1290491,1291108,1291467,1291737,1292047,1292406,1292728,1293081,1293440,1293715,1294031,1294379,1294861,1295376,1295933,1296527,1297235,1297865,1298763,1299848,1301141,1302486,1304058,1305707,1307174,1309248,1312267,1315834,1320120,1324147,1328487,1333521,1338993,1345801,1353479,1360019,1367605,1374800,1381152,1386348,1393887,1402070,1410033,1417991,1425039,1430366,1436413,1442263,1448663,1454800,1459773,1463111,1465910,1470161,1474075,1477573,1480592,1483798,1486361,1488958,1491423,1494293,1496693
